0.016760 0.017080 0.016754 0.016666 0.016759 0.016891 0.016719 0.016644 0.016784 0.016528 0.016547 0.016686 0.016577 0.016732 0.016799 0.016893,
0.016937 0.016966 0.017050 0.016845 0.016775 0.016770 0.016894 0.016883 0.017016 0.016839 0.016860 0.016795 0.016590 0.016869 0.017015 0.016858,
0.016340 0.016245 0.016284 0.016379 0.016377 0.016417 0.016157 0.016341 0.016210 0.016229 0.016262 0.016257 0.016192 0.016107 0.016046 0.016215,
0.017347 0.017395 0.016846 0.016889 0.016750 0.017062 0.017320 0.017029 0.017302 0.017320 0.016843 0.016731 0.017094 0.016858 0.017081 0.017033,
0.016807 0.016667 0.016638 0.016923 0.017119 0.016893 0.017033 0.017210 0.017280 0.017083 0.017281 0.017230 0.017291 0.017040 0.017110 0.017013,
0.017279 0.016961 0.017161 0.017195 0.017478 0.017503 0.017410 0.017654 0.017428 0.017127 0.016942 0.016892 0.017000 0.017007 0.017017 0.017414,
0.016807 0.016587 0.016084 0.016418 0.016298 0.016439 0.016452 0.016485 0.016474 0.016420 0.016468 0.016510 0.016442 0.016719 0.016248 0.016303,
0.016856 0.017494 0.017315 0.017186 0.017029 0.017073 0.017039 0.017318 0.017770 0.017596 0.017159 0.017167 0.017200 0.017297 0.017242 0.017051,
0.017160 0.017319 0.017137 0.017169 0.017208 0.017059 0.017475 0.017441 0.017278 0.017316 0.017302 0.017279 0.017067 0.017471 0.017505 0.017343,
0.017572 0.017628 0.017569 0.017376 0.017552 0.017698 0.017683 0.017792 0.017848 0.017891 0.017812 0.017858 0.017598 0.017465 0.017508 0.017805,
0.016673 0.016823 0.016497 0.016474 0.016526 0.016602 0.016767 0.016678 0.016648 0.016797 0.016829 0.016621 0.016476 0.016483 0.016647 0.016845,
0.017106 0.016760 0.016592 0.016802 0.016836 0.016775 0.016891 0.017176 0.017232 0.017026 0.016985 0.016927 0.016957 0.017003 0.017221 0.017098,
0.017051 0.017045 0.017165 0.017214 0.017673 0.017576 0.017427 0.017445 0.017188 0.017406 0.017526 0.017362 0.016882 0.017189 0.017093 0.016946,
0.018492 0.018658 0.018842 0.018808 0.018508 0.018017 0.018486 0.018596 0.018176 0.018175 0.018326 0.018526 0.018411 0.018239 0.018229 0.018124,
0.016675 0.016761 0.016700 0.016784 0.016778 0.016857 0.016698 0.016601 0.016620 0.016802 0.016797 0.016904 0.016855 0.016799 0.016866 0.016534,
