0.015387 0.015342 0.015207 0.015152 0.015305 0.015219 0.015119 0.015093 0.015231 0.015094 0.015295 0.015176 0.015063 0.015141 0.015323 0.015015,
0.015359 0.015100 0.015256 0.015193 0.015211 0.015162 0.015228 0.015247 0.015207 0.015199 0.015125 0.015176 0.015167 0.015193 0.015217 0.015119,
0.015292 0.015130 0.015226 0.015189 0.015235 0.015187 0.015317 0.015190 0.015108 0.015206 0.015254 0.015102 0.015227 0.015231 0.015206 0.015156,
0.015200 0.015228 0.015080 0.015019 0.015127 0.015309 0.015131 0.015163 0.015095 0.015229 0.015213 0.015221 0.014980 0.014957 0.015056 0.015038,
0.015291 0.015320 0.015304 0.015370 0.015402 0.015425 0.015274 0.015456 0.015496 0.015306 0.015474 0.015404 0.015310 0.015253 0.015364 0.015274,
0.015354 0.015452 0.015156 0.015260 0.015226 0.015287 0.015277 0.015314 0.015367 0.015269 0.015217 0.015204 0.015307 0.015250 0.015419 0.015220,
0.015335 0.015274 0.015519 0.015297 0.015469 0.015522 0.015500 0.015442 0.015258 0.015225 0.015285 0.015287 0.015515 0.015387 0.015394 0.015411,
0.015364 0.015145 0.015196 0.015191 0.015302 0.015186 0.015204 0.015301 0.015266 0.015337 0.015093 0.015211 0.015369 0.015404 0.015189 0.015170,
0.015685 0.015542 0.015302 0.015496 0.015422 0.015455 0.015527 0.015510 0.015539 0.015533 0.015466 0.015377 0.015565 0.015701 0.015689 0.015515,
0.015581 0.015555 0.015598 0.015601 0.015545 0.015531 0.015596 0.015540 0.015489 0.015465 0.015569 0.015419 0.015385 0.015496 0.015426 0.015519,
0.015511 0.015575 0.015447 0.015418 0.015429 0.015463 0.015515 0.015557 0.015567 0.015697 0.015542 0.015571 0.015550 0.015601 0.015644 0.015401,
0.015440 0.015204 0.015347 0.015380 0.015472 0.015346 0.015406 0.015359 0.015371 0.015322 0.015360 0.015455 0.015545 0.015450 0.015406 0.015415,
0.015642 0.015710 0.015580 0.015703 0.015711 0.015897 0.015758 0.015661 0.015843 0.015699 0.015713 0.015755 0.015632 0.015657 0.015483 0.015803,
0.015887 0.015631 0.015597 0.015605 0.015501 0.015716 0.015526 0.015593 0.015622 0.015648 0.015727 0.015521 0.015539 0.015700 0.015779 0.015693,
0.015977 0.015945 0.015580 0.015713 0.016068 0.016107 0.015845 0.016030 0.016081 0.015775 0.015866 0.015817 0.015769 0.015739 0.015722 0.016004,
0.015552 0.015473 0.015337 0.015527 0.015447 0.015384 0.015523 0.015480 0.015360 0.015428 0.015421 0.015560 0.015450 0.015526 0.015475 0.015631,
0.016040 0.015896 0.015933 0.015924 0.015848 0.015816 0.015671 0.015664 0.015792 0.015758 0.015810 0.015944 0.015771 0.015976 0.016005 0.015717,
0.015871 0.015837 0.015827 0.015624 0.015773 0.015883 0.015716 0.015867 0.015865 0.015605 0.015836 0.015509 0.015770 0.016002 0.016108 0.015815,
0.015915 0.016017 0.015797 0.015825 0.015715 0.015800 0.015777 0.015883 0.015901 0.016151 0.015826 0.015826 0.015813 0.015814 0.015676 0.015894,
0.015826 0.015600 0.015653 0.015707 0.015547 0.015627 0.015607 0.015508 0.015781 0.015481 0.015525 0.015367 0.015809 0.015600 0.015781 0.015649,
0.015902 0.015827 0.015740 0.015987 0.015811 0.015796 0.015796 0.015895 0.015844 0.016035 0.015690 0.015946 0.016147 0.015940 0.015944 0.015725,
0.016117 0.016178 0.016386 0.016248 0.016249 0.016399 0.016227 0.015954 0.016075 0.016332 0.016250 0.016318 0.016387 0.016289 0.016364 0.016308,
0.016756 0.016519 0.016668 0.016523 0.016468 0.016498 0.016572 0.016403 0.016487 0.016336 0.016455 0.016670 0.016501 0.016461 0.016404 0.016407,
0.015717 0.015666 0.015810 0.015776 0.015729 0.015823 0.015858 0.016011 0.015832 0.015711 0.015578 0.015624 0.015840 0.015701 0.015728 0.015567,
0.015980 0.015973 0.016139 0.016056 0.015928 0.016005 0.016069 0.016027 0.016261 0.016088 0.015982 0.016096 0.016189 0.016183 0.016320 0.016114,
0.016299 0.016013 0.016284 0.016437 0.016296 0.016359 0.016441 0.016342 0.016324 0.016504 0.016293 0.016127 0.016003 0.016219 0.016146 0.016267,
0.016400 0.016269 0.016168 0.016047 0.016356 0.016687 0.016292 0.016568 0.016545 0.016280 0.016300 0.016238 0.016410 0.016290 0.016238 0.016508,
0.015860 0.016040 0.015693 0.015769 0.015887 0.015922 0.016125 0.015808 0.015782 0.015805 0.015709 0.015810 0.015926 0.016048 0.015950 0.015765,
0.016067 0.016080 0.016174 0.016377 0.016340 0.016429 0.016343 0.016403 0.015945 0.016188 0.016309 0.016406 0.016209 0.016268 0.016202 0.016515,
0.016517 0.016402 0.016643 0.016505 0.016223 0.016165 0.016641 0.016279 0.016432 0.016674 0.016752 0.016785 0.016817 0.016661 0.016707 0.016548,
0.016664 0.016580 0.016789 0.016616 0.016768 0.016518 0.016420 0.016667 0.016631 0.016582 0.016688 0.016286 0.016384 0.016560 0.016431 0.016520,
0.016232 0.016018 0.016062 0.016268 0.015762 0.015832 0.015972 0.015910 0.015942 0.015889 0.016029 0.015955 0.015979 0.016098 0.016096 0.016022,
0.015972 0.015995 0.015664 0.016137 0.016266 0.016174 0.016172 0.016368 0.016206 0.016225 0.016280 0.016156 0.016178 0.016121 0.016134 0.016005,
